,gamma,epsilon,c1,c2,k_epoch,actor_lr,critic_lr,episodes,steps,cleaned
610,0.95,0.2,0.5,0.01,40.0,0.0003,0.01,5.0,25.0,60.0
611,0.95,0.2,0.5,0.01,40.0,0.0003,0.01,5.0,25.0,60.0
612,0.95,0.2,0.5,0.01,40.0,0.001,0.001,5.0,15.0,67.6923076923077
613,0.95,0.2,0.5,0.01,40.0,0.001,0.001,5.0,15.0,61.02564102564102
614,0.95,0.2,0.5,0.01,40.0,0.001,0.001,5.0,15.0,61.53846153846153
615,0.95,0.2,0.5,0.01,40.0,0.001,0.001,5.0,25.0,60.51282051282051
616,0.95,0.2,0.5,0.01,40.0,0.001,0.001,5.0,25.0,49.23076923076923
617,0.95,0.2,0.5,0.01,40.0,0.001,0.001,5.0,25.0,51.282051282051285
618,0.95,0.2,0.5,0.01,40.0,0.001,0.01,5.0,15.0,64.1025641025641
619,0.95,0.2,0.5,0.01,40.0,0.001,0.01,5.0,15.0,48.71794871794872
620,0.95,0.2,0.5,0.01,40.0,0.001,0.01,5.0,15.0,67.17948717948718
621,0.95,0.2,0.5,0.01,40.0,0.001,0.01,5.0,25.0,62.05128205128205
622,0.95,0.2,0.5,0.01,40.0,0.001,0.01,5.0,25.0,63.07692307692307
623,0.95,0.2,0.5,0.01,40.0,0.001,0.01,5.0,25.0,52.30769230769231
624,0.95,0.2,0.5,0.1,20.0,0.0003,0.001,5.0,15.0,50.256410256410255
625,0.95,0.2,0.5,0.1,20.0,0.0003,0.001,5.0,15.0,72.3076923076923
626,0.95,0.2,0.5,0.1,20.0,0.0003,0.001,5.0,15.0,46.15384615384615
627,0.95,0.2,0.5,0.1,20.0,0.0003,0.001,5.0,25.0,61.02564102564102
628,0.95,0.2,0.5,0.1,20.0,0.0003,0.001,5.0,25.0,32.30769230769231
629,0.95,0.2,0.5,0.1,20.0,0.0003,0.001,5.0,25.0,40.51282051282051
630,0.95,0.2,0.5,0.1,20.0,0.0003,0.01,5.0,15.0,32.82051282051283
631,0.95,0.2,0.5,0.1,20.0,0.0003,0.01,5.0,15.0,54.35897435897436
632,0.95,0.2,0.5,0.1,20.0,0.0003,0.01,5.0,15.0,60.51282051282051
633,0.95,0.2,0.5,0.1,20.0,0.0003,0.01,5.0,25.0,42.56410256410257
634,0.95,0.2,0.5,0.1,20.0,0.0003,0.01,5.0,25.0,55.38461538461538
635,0.95,0.2,0.5,0.1,20.0,0.0003,0.01,5.0,25.0,63.58974358974359
636,0.95,0.2,0.5,0.1,20.0,0.001,0.001,5.0,15.0,44.1025641025641
637,0.95,0.2,0.5,0.1,20.0,0.001,0.001,5.0,15.0,61.02564102564102
638,0.95,0.2,0.5,0.1,20.0,0.001,0.001,5.0,15.0,54.87179487179487
639,0.95,0.2,0.5,0.1,20.0,0.001,0.001,5.0,25.0,35.8974358974359
640,0.95,0.2,0.5,0.1,20.0,0.001,0.001,5.0,25.0,35.8974358974359
641,0.95,0.2,0.5,0.1,20.0,0.001,0.001,5.0,25.0,40.0
642,0.95,0.2,0.5,0.1,20.0,0.001,0.01,5.0,15.0,48.2051282051282
643,0.95,0.2,0.5,0.1,20.0,0.001,0.01,5.0,15.0,40.51282051282051
644,0.95,0.2,0.5,0.1,20.0,0.001,0.01,5.0,15.0,50.256410256410255
645,0.95,0.2,0.5,0.1,20.0,0.001,0.01,5.0,25.0,34.358974358974365
646,0.95,0.2,0.5,0.1,20.0,0.001,0.01,5.0,25.0,40.0
647,0.95,0.2,0.5,0.1,20.0,0.001,0.01,5.0,25.0,37.94871794871795
648,0.95,0.2,0.5,0.1,40.0,0.0003,0.001,5.0,15.0,32.30769230769231
649,0.95,0.2,0.5,0.1,40.0,0.0003,0.001,5.0,15.0,37.94871794871795
650,0.95,0.2,0.5,0.1,40.0,0.0003,0.001,5.0,15.0,46.66666666666666
651,0.95,0.2,0.5,0.1,40.0,0.0003,0.001,5.0,25.0,60.51282051282051
652,0.95,0.2,0.5,0.1,40.0,0.0003,0.001,5.0,25.0,40.51282051282051
653,0.95,0.2,0.5,0.1,40.0,0.0003,0.001,5.0,25.0,48.71794871794872
654,0.95,0.2,0.5,0.1,40.0,0.0003,0.01,5.0,15.0,62.56410256410256
655,0.95,0.2,0.5,0.1,40.0,0.0003,0.01,5.0,15.0,37.43589743589744
656,0.95,0.2,0.5,0.1,40.0,0.0003,0.01,5.0,15.0,53.84615384615385
657,0.95,0.2,0.5,0.1,40.0,0.0003,0.01,5.0,25.0,57.43589743589744
658,0.95,0.2,0.5,0.1,40.0,0.0003,0.01,5.0,25.0,36.92307692307693
659,0.95,0.2,0.5,0.1,40.0,0.0003,0.01,5.0,25.0,33.846153846153854
660,0.95,0.2,0.5,0.1,40.0,0.001,0.001,5.0,15.0,22.051282051282044
661,0.95,0.2,0.5,0.1,40.0,0.001,0.001,5.0,15.0,49.23076923076923
662,0.95,0.2,0.5,0.1,40.0,0.001,0.001,5.0,15.0,42.05128205128205
663,0.95,0.2,0.5,0.1,40.0,0.001,0.001,5.0,25.0,38.97435897435897
664,0.95,0.2,0.5,0.1,40.0,0.001,0.001,5.0,25.0,50.76923076923077
665,0.95,0.2,0.5,0.1,40.0,0.001,0.001,5.0,25.0,46.15384615384615
666,0.95,0.2,0.5,0.1,40.0,0.001,0.01,5.0,15.0,17.435897435897445
667,0.95,0.2,0.5,0.1,40.0,0.001,0.01,5.0,15.0,35.38461538461539
668,0.95,0.2,0.5,0.1,40.0,0.001,0.01,5.0,15.0,47.692307692307686
669,0.95,0.2,0.5,0.1,40.0,0.001,0.01,5.0,25.0,26.153846153846143
670,0.95,0.2,0.5,0.1,40.0,0.001,0.01,5.0,25.0,58.46153846153846
671,0.95,0.2,0.5,0.1,40.0,0.001,0.01,5.0,25.0,36.92307692307693
672,0.95,0.2,0.1,0.01,20.0,0.0003,0.001,5.0,15.0,56.41025641025641
673,0.95,0.2,0.1,0.01,20.0,0.0003,0.001,5.0,15.0,56.41025641025641
674,0.95,0.2,0.1,0.01,20.0,0.0003,0.001,5.0,15.0,54.87179487179487
675,0.95,0.2,0.1,0.01,20.0,0.0003,0.001,5.0,25.0,68.2051282051282
676,0.95,0.2,0.1,0.01,20.0,0.0003,0.001,5.0,25.0,58.97435897435898
677,0.95,0.2,0.1,0.01,20.0,0.0003,0.001,5.0,25.0,48.71794871794872
678,0.95,0.2,0.1,0.01,20.0,0.0003,0.01,5.0,15.0,54.35897435897436
679,0.95,0.2,0.1,0.01,20.0,0.0003,0.01,5.0,15.0,44.1025641025641
680,0.95,0.2,0.1,0.01,20.0,0.0003,0.01,5.0,15.0,63.58974358974359
681,0.95,0.2,0.1,0.01,20.0,0.0003,0.01,5.0,25.0,57.43589743589744
682,0.95,0.2,0.1,0.01,20.0,0.0003,0.01,5.0,25.0,56.92307692307692
683,0.95,0.2,0.1,0.01,20.0,0.0003,0.01,5.0,25.0,55.8974358974359
684,0.95,0.2,0.1,0.01,20.0,0.001,0.001,5.0,15.0,58.46153846153846
685,0.95,0.2,0.1,0.01,20.0,0.001,0.001,5.0,15.0,53.333333333333336
686,0.95,0.2,0.1,0.01,20.0,0.001,0.001,5.0,15.0,50.256410256410255
687,0.95,0.2,0.1,0.01,20.0,0.001,0.001,5.0,25.0,57.43589743589744
688,0.95,0.2,0.1,0.01,20.0,0.001,0.001,5.0,25.0,55.38461538461538
689,0.95,0.2,0.1,0.01,20.0,0.001,0.001,5.0,25.0,42.05128205128205
690,0.95,0.2,0.1,0.01,20.0,0.001,0.01,5.0,15.0,57.43589743589744
691,0.95,0.2,0.1,0.01,20.0,0.001,0.01,5.0,15.0,61.02564102564102
692,0.95,0.2,0.1,0.01,20.0,0.001,0.01,5.0,15.0,52.820512820512825
693,0.95,0.2,0.1,0.01,20.0,0.001,0.01,5.0,25.0,57.94871794871795
694,0.95,0.2,0.1,0.01,20.0,0.001,0.01,5.0,25.0,46.15384615384615
695,0.95,0.2,0.1,0.01,20.0,0.001,0.01,5.0,25.0,54.87179487179487
696,0.95,0.2,0.1,0.01,40.0,0.0003,0.001,5.0,15.0,62.05128205128205
697,0.95,0.2,0.1,0.01,40.0,0.0003,0.001,5.0,15.0,41.53846153846153
698,0.95,0.2,0.1,0.01,40.0,0.0003,0.001,5.0,15.0,55.8974358974359
699,0.95,0.2,0.1,0.01,40.0,0.0003,0.001,5.0,25.0,48.71794871794872
700,0.95,0.2,0.1,0.01,40.0,0.0003,0.001,5.0,25.0,64.1025641025641
701,0.95,0.2,0.1,0.01,40.0,0.0003,0.001,5.0,25.0,54.87179487179487
702,0.95,0.2,0.1,0.01,40.0,0.0003,0.01,5.0,15.0,57.43589743589744
703,0.95,0.2,0.1,0.01,40.0,0.0003,0.01,5.0,15.0,55.8974358974359
704,0.95,0.2,0.1,0.01,40.0,0.0003,0.01,5.0,15.0,46.66666666666666
705,0.95,0.2,0.1,0.01,40.0,0.0003,0.01,5.0,25.0,49.74358974358975
706,0.95,0.2,0.1,0.01,40.0,0.0003,0.01,5.0,25.0,53.333333333333336
707,0.95,0.2,0.1,0.01,40.0,0.0003,0.01,5.0,25.0,50.76923076923077
708,0.95,0.2,0.1,0.01,40.0,0.001,0.001,5.0,15.0,56.41025641025641
709,0.95,0.2,0.1,0.01,40.0,0.001,0.001,5.0,15.0,54.87179487179487
710,0.95,0.2,0.1,0.01,40.0,0.001,0.001,5.0,15.0,62.56410256410256
711,0.95,0.2,0.1,0.01,40.0,0.001,0.001,5.0,25.0,46.66666666666666
712,0.95,0.2,0.1,0.01,40.0,0.001,0.001,5.0,25.0,48.71794871794872
713,0.95,0.2,0.1,0.01,40.0,0.001,0.001,5.0,25.0,60.51282051282051
714,0.95,0.2,0.1,0.01,40.0,0.001,0.01,5.0,15.0,61.02564102564102
715,0.95,0.2,0.1,0.01,40.0,0.001,0.01,5.0,15.0,51.7948717948718
716,0.95,0.2,0.1,0.01,40.0,0.001,0.01,5.0,15.0,63.07692307692307
717,0.95,0.2,0.1,0.01,40.0,0.001,0.01,5.0,25.0,54.35897435897436
718,0.95,0.2,0.1,0.01,40.0,0.001,0.01,5.0,25.0,61.02564102564102
719,0.95,0.2,0.1,0.01,40.0,0.001,0.01,5.0,25.0,60.0
720,0.95,0.2,0.1,0.1,20.0,0.0003,0.001,5.0,15.0,44.61538461538461
721,0.95,0.2,0.1,0.1,20.0,0.0003,0.001,5.0,15.0,56.92307692307692
722,0.95,0.2,0.1,0.1,20.0,0.0003,0.001,5.0,15.0,27.692307692307693
723,0.95,0.2,0.1,0.1,20.0,0.0003,0.001,5.0,25.0,65.12820512820514
724,0.95,0.2,0.1,0.1,20.0,0.0003,0.001,5.0,25.0,43.07692307692308
725,0.95,0.2,0.1,0.1,20.0,0.0003,0.001,5.0,25.0,47.179487179487175
726,0.95,0.2,0.1,0.1,20.0,0.0003,0.01,5.0,15.0,39.48717948717949
727,0.95,0.2,0.1,0.1,20.0,0.0003,0.01,5.0,15.0,47.179487179487175
728,0.95,0.2,0.1,0.1,20.0,0.0003,0.01,5.0,15.0,48.71794871794872
729,0.95,0.2,0.1,0.1,20.0,0.0003,0.01,5.0,25.0,53.333333333333336
730,0.95,0.2,0.1,0.1,20.0,0.0003,0.01,5.0,25.0,38.46153846153846
731,0.95,0.2,0.1,0.1,20.0,0.0003,0.01,5.0,25.0,33.846153846153854
732,0.95,0.2,0.1,0.1,20.0,0.001,0.001,5.0,15.0,57.94871794871795
733,0.95,0.2,0.1,0.1,20.0,0.001,0.001,5.0,15.0,47.179487179487175
734,0.95,0.2,0.1,0.1,20.0,0.001,0.001,5.0,15.0,48.2051282051282
735,0.95,0.2,0.1,0.1,20.0,0.001,0.001,5.0,25.0,49.74358974358975
736,0.95,0.2,0.1,0.1,20.0,0.001,0.001,5.0,25.0,37.94871794871795
737,0.95,0.2,0.1,0.1,20.0,0.001,0.001,5.0,25.0,44.1025641025641
738,0.95,0.2,0.1,0.1,20.0,0.001,0.01,5.0,15.0,57.43589743589744
739,0.95,0.2,0.1,0.1,20.0,0.001,0.01,5.0,15.0,50.256410256410255
740,0.95,0.2,0.1,0.1,20.0,0.001,0.01,5.0,15.0,42.56410256410257
741,0.95,0.2,0.1,0.1,20.0,0.001,0.01,5.0,25.0,52.30769230769231
742,0.95,0.2,0.1,0.1,20.0,0.001,0.01,5.0,25.0,42.05128205128205
743,0.95,0.2,0.1,0.1,20.0,0.001,0.01,5.0,25.0,48.2051282051282
744,0.95,0.2,0.1,0.1,40.0,0.0003,0.001,5.0,15.0,50.256410256410255
745,0.95,0.2,0.1,0.1,40.0,0.0003,0.001,5.0,15.0,47.692307692307686
746,0.95,0.2,0.1,0.1,40.0,0.0003,0.001,5.0,15.0,43.58974358974359
747,0.95,0.2,0.1,0.1,40.0,0.0003,0.001,5.0,25.0,28.205128205128204
748,0.95,0.2,0.1,0.1,40.0,0.0003,0.001,5.0,25.0,54.35897435897436
749,0.95,0.2,0.1,0.1,40.0,0.0003,0.001,5.0,25.0,43.58974358974359
750,0.95,0.2,0.1,0.1,40.0,0.0003,0.01,5.0,15.0,31.7948717948718
751,0.95,0.2,0.1,0.1,40.0,0.0003,0.01,5.0,15.0,47.692307692307686
752,0.95,0.2,0.1,0.1,40.0,0.0003,0.01,5.0,15.0,51.7948717948718
753,0.95,0.2,0.1,0.1,40.0,0.0003,0.01,5.0,25.0,47.692307692307686
754,0.95,0.2,0.1,0.1,40.0,0.0003,0.01,5.0,25.0,65.12820512820514
755,0.95,0.2,0.1,0.1,40.0,0.0003,0.01,5.0,25.0,60.0
756,0.95,0.2,0.1,0.1,40.0,0.001,0.001,5.0,15.0,57.94871794871795
757,0.95,0.2,0.1,0.1,40.0,0.001,0.001,5.0,15.0,31.7948717948718
758,0.95,0.2,0.1,0.1,40.0,0.001,0.001,5.0,15.0,63.58974358974359
759,0.95,0.2,0.1,0.1,40.0,0.001,0.001,5.0,25.0,52.30769230769231
760,0.95,0.2,0.1,0.1,40.0,0.001,0.001,5.0,25.0,59.48717948717949
761,0.95,0.2,0.1,0.1,40.0,0.001,0.001,5.0,25.0,25.641025641025635
762,0.95,0.2,0.1,0.1,40.0,0.001,0.01,5.0,15.0,42.56410256410257
763,0.95,0.2,0.1,0.1,40.0,0.001,0.01,5.0,15.0,53.84615384615385
764,0.95,0.2,0.1,0.1,40.0,0.001,0.01,5.0,15.0,45.12820512820512
765,0.95,0.2,0.1,0.1,40.0,0.001,0.01,5.0,25.0,28.717948717948715
766,0.95,0.2,0.1,0.1,40.0,0.001,0.01,5.0,25.0,28.717948717948715
767,0.95,0.2,0.1,0.1,40.0,0.001,0.01,5.0,25.0,62.05128205128205
